Title,Category,Questions Average BLEU,Options Average BLEU
How do carbohydrates impact your health? - Richard J. Wood,Health,0.724321281,0.38202596
Phenology and nature's shifting rhythms - Regina Brinker,Environmental Science,0.735964764,0.501825797
Meet the microbes that could eat your trash - Tierney Thys and Christian Sardet,Science & Technology,0.673152881,0.337221459
How folding paper can get you to the moon - Adrian Paenza,Algebra,0.690219105,0.63752442
Why you procrastinate even when it feels bad,Psychology,0.734783878,0.24156007
Are we running out of clean water? - Balsher Singh Sidhu,Science & Technology,0.753147303,0.697439306
The difference between winning and succeeding - John Wooden,Motivation and Emotion,0,0
The rise and fall of the Celtic warriors - Philip Freeman,Social Studies,0.774681177,0.522433732
Folding way-new origami - Robert Lang,Visual Arts,0,0
Why are sloths so slow? - Kenny Coogan,Life Sciences,0.728960847,0.424472343
Savitri and Satyavan: The legend of the princess who outwitted Death - Iseult Gillespie,Social Studies,0.701161328,0.287406117
Food expiration dates don't mean what you think - Carolyn Beans,Science & Technology,0.725467452,0.735924211
The mysterious origins of life on Earth - Luka Seamus Wright,Science & Technology,0.755732372,0.46154235
What's invisible? More than you think - John Lloyd,Physical Science,0,0
What's the point(e) of ballet? - Ming Luke,The Arts,0.733727818,0.200833688
How to recognize a dystopia - Alex Gendler,Literature & Language,0.728709569,0.42050731
How to clone a sheep,Science & Technology,0.707648788,0.387220147
"Why should you read ""Macbeth""? - Brendan Pelsue",Literature,0.715499457,0.251299002
How the food you eat affects your gut - Shilpa Ravella,Nutrition,0.775580493,0.482276211
What outer space does to your body,Earth and Space Science,0.749872644,0.470165354
How do pain relievers work? - George Zaidan,Life Sciences,0.781790426,0.385817375
How does work...work? - Peter Bohacek,Physical Science,0.77229234,0.50411231
Why don't we cover the desert with solar panels? - Dan Kwartler,Social Studies,0.68456294,0.306720833
How the food you eat affects your brain - Mia Nacamulli,Nutrition,0.702232751,0.344843998
Activation energy: Kickstarting chemical reactions - Vance Kite,Physical Science,0.732457684,0.327873532
How oceanographers found the Titanic,Science & Technology,0.736645202,0.426340347
Redefining the dictionary - Erin McKean,Linguistics,0,0
"The legend of Annapurna, Hindu goddess of nourishment - Antara Raychaudhuri and Iseult Gillespie",Social Studies,0.749611638,0.724225919
A Parkland teacher's homework for us all - Diane Wolk-Rogers,Public Health,0,0
The Egyptian myth of the death of Osiris - Alex Gendler,Social Studies,0.696703908,0.332419476
String theory - Brian Greene,Physical Science,0,0
Who decides what art means? - Hayley Levitt,The Arts,0.761029821,0.274308306
Can you solve the multiverse rescue mission riddle? - Daniel Finkel,Problem Solving,0.716991017,0.460382963
Making sense of spelling - Gina Cooke,Linguistics,0.716061693,0.469047224
The benefits of a bilingual brain - Mia Nacamulli,Growth & Development,0.716242824,0.271792216
Where do math symbols come from? - John David Walters,Numbers & Operations,0.719717778,0.378928801
"Dance vs. PowerPoint, a modest proposal - John Bohannon and Black Label Movement",Physical Science,0.720632076,0.330543969
How miscommunication happens (and how to avoid it) - Katherine Hampsten,Literature & Language,0.730583536,0.407892576
The art of choosing - Sheena Iyengar,Motivation and Emotion,0,0
History vs. Napoleon Bonaparte - Alex Gendler,Social Studies,0.771975566,0.286567276
Do we really need pesticides? - Fernan P??rez-G??lvez,Nutrition,0.716856129,0.500496267
Measuring what makes life worthwhile - Chip Conley,Motivation and Emotion,0,0
Oxygen's surprisingly complex journey through your body - Enda Butler,Life Sciences,0.746268384,0.833635405
What does it mean to be a refugee? - Benedetta Berti and Evelien Borgman,Business & Economics,0.751252173,0.287862072
A 3-minute guide to the Bill of Rights - Belinda Stutzman,Civics,0.752234934,0.468089923
Why are earthquakes so hard to predict? - Jean-Baptiste P. Koehl,Science & Technology,0.731175652,0.460742168
How to practice emotional first aid - Guy Winch,Emotional Health,0,0
One of the most banned books of all time - Mollie Godfrey,Literature & Language,0.740265989,0.693474473
What's the smallest thing in the universe? - Jonathan Butterworth,Science & Technology,0.749284442,0.720164504
The tale of the boy who tricked the Devil - Iseult Gillespie,Social Studies,0.691678954,0.451182052
On spaghetti sauce - Malcolm Gladwell,Emotional Health,0,0
Do personality tests work? - Merve Emre,Psychology,0.745606615,0.267449311
Do animals have language? - Michele Bishop,Life Sciences,0.671015395,0.048241931
The largest river on Earth is actually in the sky - Iseult Gillespie,Health,0.706625022,0.314608088
The art of the metaphor - Jane Hirshfield,Literature,0.707947554,0.328875035
How did English evolve? - Kate Gardoqui,Linguistics,0.744653461,0.1981523
How does your body know you're full? - Hilary Coller,Life Sciences,0.717412658,0.56786938
Breaking the illusion of skin color - Nina Jablonski,Social Psychology,0,0
How does hibernation work? - Sheena Faherty,Science & Technology,0.731080629,0.828055256
How do focus groups work? - Hector Lanz,Social Psychology,0.7605909,0.43058144
A glimpse of teenage life in ancient Rome - Ray Laurence,History,0.74971622,0.504002287
Why isn't the Netherlands underwater? - Stefan Al,"Design, Engineering & Technology",0.775423078,0.389972152
Why do whales sing? - Stephanie Sardelis,Earth and Space Science,0.728512032,0.34402771
10 ways to have a better conversation - Celeste Headlee,Literature & Language,0,0
"Teach girls bravery, not perfection - Reshma Saujani","Design, Engineering & Technology",0,0
The dark history of werewolves - Craig Thomson,Social Studies,0.702995762,0.562538359
How to get motivated even when you don't feel like it,Psychology,0.730724473,0.206173831
The greatest mathematician that never lived - Pratik Aghor,Mathematics,0.722575535,0.378285292
Are You A Good Listener?,Speaking,0.706559549,0.203475408
"Why should you read ""Hamlet""? - Iseult Gillespie",The Arts,0.777569345,0.392456875
The ancient origins of the Olympics - Armand D'Angour,Social Studies,0.732347133,0.649665441
The surprising science of happiness - Nancy Etcoff,Emotional Health,0,0
Ugly History: The U.S. Syphilis Experiment - Susan M. Reverby,Science & Technology,0.693443379,0.362436432
What is chirality and how did it get in my molecules? - Michael Evans,Physical Science,0.726159269,0.513743885
Why do wings help you fly?,Science & Technology,0.736738741,0.242749115
How life begins in the deep ocean - Tierney Thys,Life Sciences,0.763619177,0.456595356
A brief history of banned numbers - Alessandra King,History,0.744267225,0.235547428
How do we study living brains? - John Borghi and Elizabeth Waters,Health,0.751417662,0.368576607
Why do people get so anxious about math? - Orly Rubinsten,Cognition and Learning,0.788614225,0.412970952
Why sitting is bad for you - Murat Dalkilin??,Health,0.743308844,0.574933314
How to speed up chemical reactions (and get a date) - Aaron Sams,Physical Science,0.641640927,0.486975827
Are food preservatives bad for you? - Eleanor Nelsen,Nutrition,0.737050333,0.54553551
How to grow a glacier - M Jackson,Science & Technology,0.721249139,0.334959656
What is pop art?,Visual Arts,0.73319534,0.516205096
The myth of Loki and the deadly mistletoe - Iseult Gillespie,Literature & Language,0.752843229,0.360673218
Why is biodiversity so important? - Kim Preshoff,Science & Technology,0.718943484,0.401342783
What happens if you cut down all of a city's trees? - Stefan Al,Science & Technology,0.751852978,0.887611271
The myth of Sisyphus - Alex Gendler,Literature & Language,0.817913503,0.441730642
How (and why) to read William Faulkner - Sascha Morrell,Literature & Language,0.754053382,0.352660285
The beneficial bacteria that make delicious food - Erez Garty,Thinking & Learning,0.786128359,0.48018802
How does digestion work?,Health,0.714437834,0.31165045
IMAGINE THE FUTURE with Xiye Bastida,"Design, Engineering & Technology",0.721814294,0.460067808
Can you solve the bridge riddle? - Alex Gendler,"Design, Engineering & Technology",0.681650095,0.68978961
Taking imagination seriously - Janet Echelman,Value of the Arts,0.685927514,0.297971479
Are multivitamins really good for you?,Health,0.690809066,1
The Romans flooded the Colosseum for sea battles - Janelle Peters,Social Studies,0.701668002,0.562952299
"Newton's 3 Laws, with a bicycle - Joshua Manley",Physical Science,0.718030646,0.608326859
I Was So Mad by Mercer Mayer - Read aloud book,Literature,0.724161661,0.398373541
The world's most dangerous fart - Nick Caruso and Dani Rabaiotti,Psychology,0.753957512,0.48455285
Harvard Commencement - J.K. Rowling,Writing/Composition,0,0
Are you a body with a mind or a mind with a body? - Maryam Alimardani,Philosophy,0.708279271,0.318484319
The rise and fall of the Assyrian Empire - Marian H. Feldman,Science & Technology,0.724821082,0.570545102
The demise of guys - Philip Zimbardo,Cognition and Learning,0.728599743,0.305392982
Which bag should you use? - Luka Seamus Wright and Imogen Ellen Napper,Science & Technology,0.666890874,1
What makes a poem ?€? a poem? - Melissa Kovacs,Literature & Language,0.78014835,0.5651718
How brass instruments work - Al Cannon,The Arts,0.700100619,0.660157472
Can the ocean run out of oxygen? - Kate Slabosky,Environmental Science,0.796594717,0.623744279
What is a fungus?,Science & Technology,0.775595401,0.340388226
History vs. Henry VIII - Mark Robinson and Alex Gendler,History,0.723550576,0.370274089
How to manage your emotions,Psychology,0.721628368,0.273164255
Why are sharks so awesome? - Tierney Thys,Nature of Science,0.714922428,0.454727147
How statistics can be misleading - Mark Liddell,"Design, Engineering & Technology",0.792156381,0.334685994
Can you solve the Alice in Wonderland riddle? - Alex Gendler,Mathematics,0.660945369,0.470406484
NASA's first software engineer: Margaret Hamilton - Matt Porter and Margaret Hamilton,Social Studies,0.70944912,0.502927975
Why is the US Constitution so hard to amend? - Peter Paccone,Social Studies,0.686716206,0.619276796
How smart are dolphins? - Lori Marino,Science & Technology,0.717978234,0.296963396
Are GMOs good or bad?,Social Studies,0.748344169,0.62128828
"Magical metals, how shape memory alloys work - Ainissa Ramirez",Physical Science,0.769151492,0.413877986
What do all languages have in common? - Cameron Morin,Literature & Language,0.699597583,0.436467781
4 things all great listeners know,Thinking & Learning,0.711938019,0.319599078
How light technology is changing medicine - Sajan Saini,"Design, Engineering & Technology",0.819472417,0.246728135
Five fingers of evolution - Paul Andersen,Life Sciences,0.731351235,0.26989149
Should we get rid of standardized testing? - Arlo Kempf,Education Policy,0.665154486,1
Are insect brains the secret to great AI? - Frances S. Chance,Science & Technology,0.702615146,0.335848997
The wacky history of cell theory - Lauren Royal-Woods,Life Sciences,0.682005063,0.624865565
How social media can make history - Clay Shirky,Media and Journalism,0,0
Camera or eye: Which sees better? - Michael Mauser,"Design, Engineering & Technology",0.707565366,0.258452315
The history of chocolate - Deanna Pucciarelli,History,0.694074279,0.518369329
How fast is the speed of thought? - Seena Mathew,Thinking & Learning,0.726933624,0.269184357
Gerrymandering: How drawing jagged lines can impact an election - Christina Greer,Civics,0.79541189,0.291518236
"Is fire a solid, a liquid, or a gas? - Elizabeth Cox",Science & Technology,0.747777106,0.321980352
Ancient Greece's greatest popstar - Diane J. Rayor,Literature & Language,0.807678041,0.905634564
The Egyptian myth of Isis and the seven scorpions - Alex Gendler,Psychology,0.740850828,0.358243573
Psychotherapy and Sigmund Freud,Psychology,0.748879746,0.315437733
How false news can spread - Noah Tavlin,Literature & Language,0.717178567,0.292286504
How do solar panels work? - Richard Komp,Science & Technology,0.695941229,0.284587864
How to think about gravity - Jon Bergmann,Physical Science,0.72952329,0.310151027
How do wind turbines work? - Rebecca J. Barthelmie and Sara C. Pryor,Literature & Language,0.714553325,0.430454476
Why meat is the best worst thing in the world,Health,0.709094277,0.546640079
How the world's first metro system was built - Christian Wolmar,Literature & Language,0.700339153,0.95506729
The Aztec myth of the unlikeliest sun god - Kay Almere Read,Literature & Language,0.769225841,0.268265324
How do executive orders work? - Christina Greer,Civics,0.74315637,0.343723985
TED Prize wish: Protect our oceans - Sylvia Earle,Environmental Science,0,0
The myth of Loki's monstrous children - Iseult Gillespie,Literature & Language,0.721737629,0.631616575
The Egyptian Book of the Dead: A guidebook for the underworld - Tejal Gala,Philosophy & Religion,0.715692941,0.505265497
The effects of underwater pressure on the body - Neosha S Kashef,Science & Technology,0.816611053,0.525307463
The wicked wit of Jane Austen - Iseult Gillespie,Literature & Language,0.739487093,0.285977882
What is McCarthyism? And how did it happen? - Ellen Schrecker,History,0.72573325,0.19325408
Diagnosing a zombie: brain and behavior (Part two) - Tim Verstynen & Bradley Voytek,"Consciousness, Sensation and Perception",0.698203192,0.511302255
