Title,Category,Questions Average BLEU,Options Average BLEU,,,,,
How did teeth evolve? - Peter S. Ungar,Health,0.724971862,0.074561741,,,,,
Ugly History: The Spanish Inquisition - Kayla Wolf,Philosophy & Religion,0.760973226,0.847167715,,,,,
An antihero of one's own - Tim Adams,Literature,0.721859977,0.108257346,,,,,
The 5 fabulous food groups,Nutrition,0.726606566,0.774398158,,,,,
An unsung hero of the civil rights movement - Christina Greer,Social Studies,0.71011647,0.621894992,,,,,
"One of the most ""dangerous"" men in American history - Keenan Norris",Social Studies,0.733816748,0.512774677,,,,,
Poetic stickup: Put the financial aid in the bag - Carvens Lissaint,Speaking,0.708033183,0.597879958,,,,,
"Write your story, change history - Brad Meltzer",Motivation and Emotion,0,0,,,,,
How corn conquered the world - Chris A. Kniesly,History,0.700385127,0.706525485,,,,,
How Phillis Wheatley captured the attention of the world - Charita Gainey,Philosophy,0.727290622,0.634041169,,,,,
Inside a cartoonist's world - Liza Donnelly,Visual Arts,0.706809227,0.319014061,,,,,
Music as a language - Victor Wooten,Performing Arts,0.715151585,0.340629946,,,,,
How algorithms shape our world - Kevin Slavin,Global Economics,0,0,,,,,
The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera,Social Studies,0.714784548,0.833084119,,,,,
Would you sacrifice one person to save five? - Eleanor Nelsen,Motivation and Emotion,0.667639051,0.233917681,,,,,
What is the coldest thing in the world? - Lina Marieth Hoyos,Science & Technology,0.739751927,0.211421218,,,,,
The story behind your glasses - Eva Timothy,Technology,0.795579044,0.699643552,,,,,
How does artificial intelligence learn? - Briana Brownell,"Design, Engineering & Technology",0.649349658,0.188163831,,,,,
Open letter to the president: Physics education,Physical Science,0.656932961,0.423851893,,,,,
Why people fall for misinformation - Joseph Isaac,Thinking & Learning,0.724272803,0.157303427,,,,,
Why is Marie Antoinette so controversial? - Carolyn Harris,Social Studies,0.710406833,0.325224663,,,,,
How the Grinch Stole Christmas - Read aloud picture book,Literature,0.731110446,0.572005267,,,,,
The tragic myth of Orpheus and Eurydice - Brendan Pelsue,Literature & Language,0.72113485,0.633485295,,,,,
How CRISPR lets you edit DNA - Andrea M. Henle,Science & Technology,0.763100941,0.545653122,,,,,
Stories: Legacies of who we are - Awele Makeba,Performing Arts,0.713895785,0.671892823,,,,,
How to defeat a dragon with math - Garth Sundem,Numbers & Operations,0.716207396,0.473115725,,,,,
How does money laundering work? - Delena D. Spann,History,0.699832613,0.245208186,,,,,
How do nerves work? - Elliot Krane,Life Sciences,0.739759039,0.621563296,,,,,
The power of simple words - Terin Izil,Writing/Composition,0.697441842,0.352222231,,,,,
Radioactivity: Expect the unexpected - Steve Weatherall,Physical Science,0.694268044,0.704177988,,,,,
The physics of roller coasters,"Design, Engineering & Technology",0.680144275,0.723883333,,,,,
Why it pays to work hard - Richard St. John,Motivation and Emotion,0.736468902,0.513943555,,,,,
"The myth of Anansi, the trickster spider - Emily Zobel Marshall",Literature & Language,0.729422798,0.417119873,,,,,
How did trains standardize time in the United States? - William Heuisler,Technology,0.69868764,0.346505871,,,,,
Can loud music damage your hearing? - Heather Malyuk,Health,0.710919101,1,,,,,
The meaning of life according to Simone de Beauvoir - Iseult Gillespie,The Arts,0.695381602,0.438933673,,,,,
History through the eyes of the potato - Leo Bear-McGuinness,Social Studies,0.703321649,0.704395812,,,,,
Jamestown Settlement | Jamestown Colony | Educational story for kids,History,0.703748802,0.223298823,,,,,
Why are we so attached to our things? - Christian Jarrett,Motivation and Emotion,0.712792242,0.186956598,,,,,
How breathing works - Nirvair Kaur,Physical Fitness,0.734333388,0.672213295,,,,,
How does the immune system work? - Emma Bryce,Health,0.715610114,0.69366101,,,,,
How to 3D print human tissue - Taneka Jones,"Design, Engineering & Technology",0.751319816,0.757533034,,,,,
Should we be looking for life elsewhere in the universe? - Aomawa Shields,Earth and Space Science,0.688719832,0.511250422,,,,,
Learn to read Chinese ... with ease!,Literature & Language,0.697821294,0.968393972,,,,,
A needle in countless haystacks: Finding habitable worlds - Ariel Anbar,Earth and Space Science,0.738038864,0.148199758,,,,,
The rise of modern populism - Takis S. Pappas,Social Studies,0.713017709,0.537495924,,,,,
What if cracks in concrete could fix themselves? - Congrui Jin,Science & Technology,0.740960505,0.434349482,,,,,
"Why should you read ""Fahrenheit 451""? - Iseult Gillespie",Literature & Language,0.733539761,0.594889139,,,,,
The secret life of plankton - Tierney Thys,Nature of Science,0.724739019,0.565401329,,,,,
History's deadliest colors - J. V. Maranto,History,0.743295078,0.735575347,,,,,
Sticky i | Learn to read | Ci Si and Ti sounds,Literature & Language,0.763922569,0.818883459,,,,,
What Aristotle and Joshua Bell can teach us about persuasion - Conor Neill,Social Psychology,0.707447705,0.499938737,,,,,
How big is infinity? - Dennis Wildfogel,Numbers & Operations,0,0,,,,,
A journey through the human eye,Health,0.726599764,0.619347039,,,,,
"Why do we, like, hesitate when we, um, speak? - Lorenzo Garcia-Amaya",Literature & Language,0.739134648,0.362819628,,,,,
A warm embrace that saves lives - Jane Chen,Medical Conditions,0.751401953,0.595585921,,,,,
The key to media's hidden codes - Ben Beaton,Information Literacy,0.730478388,0.643924758,,,,,
How polarity makes water behave strangely - Christina Kleinberg,Physical Science,0.774264336,0.235024328,,,,,
Symbiosis: A surprising tale of species cooperation - David Gonzales,Life Sciences,0.705975054,0.120405052,,,,,
How to see more and care less: The art of Georgia O'Keeffe - Iseult Gillespie,History,0.741974751,0.7288213,,,,,
Are there universal expressions of emotion? - Sophie Zadeh,Health,0.692365529,0.717694461,,,,,
Why do airlines sell too many tickets? - Nina Klietsch,Mathematics,0.727472149,0.173652862,,,,,
The best way to apologize (according to science),Psychology,0.703747457,0.297567047,,,,,
The twisting tale of DNA - Judith Hauck,Life Sciences,0.756058022,0.176459941,,,,,
How stretching actually changes your muscles - Malachy McHugh,Health,0.716813358,0.050529445,,,,,
The history of Tea - Shunan Teng,History,0.738270927,0.525263278,,,,,
How did Hitler rise to power? - Alex Gendler and Anthony Hazard,History,0.729040971,0.398016715,,,,,
"Vultures: The acid-puking, plague-busting heroes of the ecosystem - Kenny Coogan",Science & Technology,0.71784864,0.402137959,,,,,
How life came to land - Tierney Thys,Life Sciences,0.683011711,0.656199428,,,,,
Why do Americans vote on Tuesdays? - Jacob Soboroff,Civics,0.672416823,0.217321239,,,,,
What's that ringing in your ears? - Marc Fagelson,Health,0.744684296,0.400536552,,,,,
The myth of Pandora's box - Iseult Gillespie,Literature & Language,0.743122807,0.658699822,,,,,
How to find the true face of Leonardo - Siegfried Woldhek,History,0.692726349,0.240453945,,,,,
Just how small Is an atom? - Jonathan Bergmann,Physical Science,0.697880206,0.381569805,,,,,
Pizza physics (New York-style) - Colm Kelleher,Geometry,0.68273705,0.249054446,,,,,
How many universes are there? - Chris Anderson,Numbers & Operations,0.75172287,0.396449904,,,,,
8 traits of successful people - Richard St. John,Motivation and Emotion,0.75332673,0.422963963,,,,,
Ugly History: Japanese American incarceration camps - Densho,History,0.718815474,0.849323959,,,,,
What really happened during the Salem Witch Trials - Brian A. Pavlac,History,0.742316644,0.534433002,,,,,
Ugly History: Witch Hunts - Brian A. Pavlac,Religion,0.692359657,0.365024421,,,,,
How to read music - Tim Hansen,Performing Arts,0.72503577,0.814207323,,,,,
Is there a limit to technological progress? - Cl??ment Vidal,Physical Science,0.725384421,0.705170104,,,,,
The carbon cycle - Nathaniel Manning,Life Sciences,0.686344066,0.671477707,,,,,
How do your hormones work? - Emma Bryce,Health,0.677528924,0.54617253,,,,,
How do fish make electricity? - Eleanor Nelsen,Science & Technology,0.695331144,0.437934723,,,,,
A day in the life of an Aztec midwife - Kay Read,Social Studies,0.713203966,0.028479207,,,,,
How does asthma work? - Christopher E. Gaw,Public Health,0.744504127,0.442262763,,,,,
How to turn protest into powerful change - Eric Liu,Social Studies,0.705215076,0.324119282,,,,,
The survival of the sea turtle - Scott Gass,Life Sciences,0.702766306,0.658177181,,,,,
From enslavement to rebel gladiator: The life of Spartacus - Fiona Radford,Social Studies,0.785367545,0.579081945,,,,,
Deep ocean mysteries and wonders - David Gallo,Earth and Space Science,0,0,,,,,
Syllables!,Literature & Language,0.755469451,1,,,,,
A plant's-eye view - Michael Pollan,"Consciousness, Sensation and Perception",0,0,,,,,
Can you outsmart the fallacy that fooled a generation of doctors? - Elizabeth Cox,Thinking & Learning,0.738499603,0.680629823,,,,,
How simple ideas lead to scientific discoveries - Adam Savage,Nature of Science,0.713912379,0.239103529,,,,,
How do cancer cells behave differently from healthy ones? - George Zaidan,Life Sciences,0.738119172,0.005833421,,,,,
The power of passion - Richard St. John,Motivation and Emotion,0.723778982,0.266501983,,,,,
The pharaoh that wouldn't be forgotten - Kate Green,History,0.720074031,0.591564082,,,,,
The Poetry of Emily Dickinson,Literature & Language,0,0,,,,,
Why do competitors open their stores next to one another? - Jac de Haan,Data Analysis & Probability,0.707122817,0.473359741,,,,,
The complicated history of surfing - Scott Laderman,History,0.764193764,0.830645164,,,,,
5 of the Worst Computer Viruses Ever,Technology,0,0,,,,,
Does your vote count? The Electoral College explained - Christina Greer,Civics,0.719205286,0.560409804,,,,,
Underwater astonishments - David Gallo,Life Sciences,0.725432217,1,,,,,
Should you care what your parents think?,Psychology,0.689982388,0.528281226,,,,,
"Can we create the ""perfect"" farm? - Brent Loken","Design, Engineering & Technology",0.750856288,0.396960196,,,,,
Producers and consumers | Economics for first and second grade,Business & Economics,0.683204853,0.588522184,,,,,
The cockroach beatbox - Greg Gage,Technology,0.69966072,0.410588169,,,,,
Electric vocabulary - James Sheils,Physical Science,0.696617406,0.246726478,,,,,
How do nuclear power plants work? - M. V. Ramana and Sajan Saini,Technology,0.74887011,0.660519454,,,,,
Inside the killer whale matriarchy - Darren Croft,Science & Technology,0.676947953,0.283632193,,,,,
How to spot a fad diet - Mia Nacamulli,Nutrition,0.798473555,0.181134477,,,,,
The secret student resistance to Hitler - Iseult Gillespie,History,0.70836961,0.449993976,,,,,
The science behind a climate headline - Rachel Pike,Environmental Science,0.680756708,0.260116453,,,,,
One is one...or is it? - Christopher Danielson,Numbers & Operations,0.704685519,0.317479559,,,,,
"The myth of Jason, Medea, and the Golden Fleece - Iseult Gillespie",Social Studies,0.706478071,0.533730134,,,,,
Let's talk about sex - John Bohannon and Black Label Movement,Life Sciences,0.664206582,0.386848355,,,,,
The rise of the Ottoman Empire - Mostafa Minawi,Social Studies,0.725317049,0.452777555,,,,,
Shedding light on dark matter - Patricia Burchat,Earth and Space Science,0,0,,,,,
Why do we love? A philosophical inquiry - Skye C. Cleary,Philosophy,0.744499971,0.632261158,,,,,
Why do we feel nostalgia? - Clay Routledge,Psychology,0.721843073,0.4267123,,,,,
How one scientist averted a national health crisis - Andrea Tone,Social Studies,0.716217263,0.388452547,,,,,
"See it, say it, sign it | Letter Sounds | ASL Alphabet",Literature & Language,0.760387053,1,,,,,
The power of a great introduction - Carolyn Mohr,Writing/Composition,0.688811925,0.412294215,,,,,
The myth of Prometheus - Iseult Gillespie,Literature,0.69798831,0.436253343,,,,,
Beware of nominalizations (AKA zombie nouns) - Helen Sword,Writing/Composition,0.692743283,0.405440217,,,,,
How playing sports benefits your body ... and your brain - Leah Lagos and Jaspal Ricky Singh,Physical Fitness,0.711837844,0.310342094,,,,,
How do carbohydrates impact your health? - Richard J. Wood,Health,0.704921728,0.788718465,,,,,
Phenology and nature's shifting rhythms - Regina Brinker,Environmental Science,0.743115564,0.61504285,,,,,
Meet the microbes that could eat your trash - Tierney Thys and Christian Sardet,Science & Technology,0.687975518,0.301168316,,,,,
How folding paper can get you to the moon - Adrian Paenza,Algebra,0.710438053,0.616775365,,,,,
Why you procrastinate even when it feels bad,Psychology,0.686637201,0.273201992,,,,,
Are we running out of clean water? - Balsher Singh Sidhu,Science & Technology,0.740011143,0.765389503,,,,,
The difference between winning and succeeding - John Wooden,Motivation and Emotion,0,0,,,,,
The rise and fall of the Celtic warriors - Philip Freeman,Social Studies,0.731542002,0.685307516,,,,,
Folding way-new origami - Robert Lang,Visual Arts,0,0,,,,,
Why are sloths so slow? - Kenny Coogan,Life Sciences,0.753135638,0.308572582,,,,,
Savitri and Satyavan: The legend of the princess who outwitted Death - Iseult Gillespie,Social Studies,0.712353742,0.348889578,,,,,
Food expiration dates don't mean what you think - Carolyn Beans,Science & Technology,0.729106627,0.94598705,,,,,
The mysterious origins of life on Earth - Luka Seamus Wright,Science & Technology,0.701166645,0.611530627,,,,,
What's invisible? More than you think - John Lloyd,Physical Science,0,0,,,,,
What's the point(e) of ballet? - Ming Luke,The Arts,0.752901661,0.38770443,,,,,
How to recognize a dystopia - Alex Gendler,Literature & Language,0.732753625,0.448465199,,,,,
How to clone a sheep,Science & Technology,0.724479557,0.442606404,,,,,
"Why should you read ""Macbeth""? - Brendan Pelsue",Literature,0.79332856,0.539130423,,,,,
How the food you eat affects your gut - Shilpa Ravella,Nutrition,0.720839312,0.678299016,,,,,
What outer space does to your body,Earth and Space Science,0.735180269,0.450997007,,,,,
How do pain relievers work? - George Zaidan,Life Sciences,0.762237556,0.248382263,,,,,
How does work...work? - Peter Bohacek,Physical Science,0.771852746,0.071066182,,,,,
Why don't we cover the desert with solar panels? - Dan Kwartler,Social Studies,0.69642112,0.315001725,,,,,
How the food you eat affects your brain - Mia Nacamulli,Nutrition,0.69074187,0.412996607,,,,,
Activation energy: Kickstarting chemical reactions - Vance Kite,Physical Science,0.734407807,0.456663716,,,,,
How oceanographers found the Titanic,Science & Technology,0.702185532,0.559703019,,,,,
Redefining the dictionary - Erin McKean,Linguistics,0,0,,,,,
"The legend of Annapurna, Hindu goddess of nourishment - Antara Raychaudhuri and Iseult Gillespie",Social Studies,0.707017078,0.618765549,,,,,
A Parkland teacher's homework for us all - Diane Wolk-Rogers,Public Health,0,0,,,,,
The Egyptian myth of the death of Osiris - Alex Gendler,Social Studies,0.758335654,0.407415398,,,,,
String theory - Brian Greene,Physical Science,0,0,,,,,
Who decides what art means? - Hayley Levitt,The Arts,0.725755052,0.30330232,,,,,
Can you solve the multiverse rescue mission riddle? - Daniel Finkel,Problem Solving,0.715521988,0.506254481,,,,,
Making sense of spelling - Gina Cooke,Linguistics,0.734114511,0.379953138,,,,,
The benefits of a bilingual brain - Mia Nacamulli,Growth & Development,0.703564926,0.347094839,,,,,
Where do math symbols come from? - John David Walters,Numbers & Operations,0.719299004,0.588860838,,,,,
"Dance vs. PowerPoint, a modest proposal - John Bohannon and Black Label Movement",Physical Science,0.70779009,0.461477196,,,,,
How miscommunication happens (and how to avoid it) - Katherine Hampsten,Literature & Language,0.729927457,0.533480904,,,,,
