Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L,,,,,,,
Mysteries of vernacular: Quarantine - Jessica Oreck and Rachael Teel,Linguistics,0.332636607,0.134729529,0.304065178,0.125,0.05,0.125,,,,,,,
Euclid's puzzling parallel postulate - Jeff Dekofsky,Geometry,0.450969147,0.221597045,0.361916515,0.08249803,0,0.08249803,,,,,,,
The science of macaroni salad: What's in a mixture? - Josh Kurz,Physical Science,0.388972431,0.179475091,0.351253133,0.275,0.064285714,0.266666667,,,,,,,
The real origin of the franchise - Sir Harold Evans,History,0.322656126,0.092877847,0.219509881,0.022222222,0,0.011111111,,,,,,,
Speech acts: Constative and performative - Colleen Glenney Boggs,Literature & Language,0.363962976,0.10981685,0.318000244,0.292171717,0.072222222,0.292171717,,,,,,,
How giant sea creatures eat tiny sea creatures - Kelly Benoit-Bird,Life Sciences,0.344295125,0.101438923,0.312295125,0.109192297,0.015,0.108648819,,,,,,,
A tap dancer's craft - Andrew Nemr,Performing Arts,0.425288307,0.196823406,0.331005771,0.127906162,0.05,0.127906162,,,,,,,
What happens if you guess? - Leigh Nataro,Data Analysis & Probability,0.543639415,0.346008376,0.476538808,0.335,0.133333333,0.335,,,,,,,
Notes of a native son: The world according to James Baldwin - Christina Greer,Literature & Language,0.32120416,0.111619048,0.28074439,0,0,0,,,,,,,
Rapid prototyping Google Glass - Tom Chi,Technology,0.352941176,0.133333333,0.352941176,0,0,0,,,,,,,
Three anti-social skills to improve your writing - Nadia Kalman,Writing/Composition,0.326875477,0.12083524,0.315110772,0.190053419,0.027310924,0.185579735,,,,,,,
Who decides what's in the dictionary? - Ilan Stavans,Literature & Language,0.297443609,0,0.231729323,0,0,0,,,,,,,
SpongeBob's house is not a pineapple,Numbers & Operations,0.16185347,0,0.16185347,0.066666667,0,0.066666667,,,,,,,
Mysteries of vernacular: Miniature - Jessica Oreck,Linguistics,0.391744074,0.143501516,0.366719636,0.064484127,0.008333333,0.064484127,,,,,,,
Sending a sundial to Mars - Bill Nye,Technology,0.308214286,0.048983957,0.177380952,0.061111111,0,0.061111111,,,,,,,
The beautiful tricks of flowers - Jonathan Drori,Environmental Science,0,0,0,0,0,0,,,,,,,
When ancient wisdom beats modern industry - Rebecca Webster,Social Studies,0.375519148,0.149048801,0.323155511,0.214746944,0.062692308,0.214746944,,,,,,,
Introducing TED-Ed: Lessons Worth Sharing,Teaching & Education,0.425221149,0.116442816,0.314640424,0.18008658,0.084444444,0.18008658,,,,,,,
Haptography: Digitizing our sense of touch - Katherine Kuchenbecker,Technology,0.338044438,0.088872786,0.266502187,0.077124183,0.046218487,0.077124183,,,,,,,
How Curiosity got us to Mars - Bobak Ferdowsi,Technology,0.294444444,0.126599327,0.294444444,0.113671024,0,0.113671024,,,,,,,
A day in the life of a Celtic Druid - Philip Freeman,History,0.207719298,0.057142857,0.182719298,0.05,0,0.05,,,,,,,
What happens when you have a concussion? - Clifford Robbins,Medical Conditions,0.407238095,0.021052632,0.359619048,0.032380952,0,0.027619048,,,,,,,
Mining literature for deeper meanings - Amy E. Harter,Literature,0.339565217,0.137826384,0.283354037,0.171869048,0.039128788,0.161035714,,,,,,,
Beatboxing 101 - BEAT NYC,Performing Arts,0.159001115,0,0.130283166,0.25,0,0.25,,,,,,,
Historical role models - Amy Bissetta,History,0.340582895,0.15042291,0.340582895,0.134722222,0,0.134722222,,,,,,,
Insights into cell membranes via dish detergent - Ethan Perlstein,Life Sciences,0.302494983,0.109872507,0.245103679,0,0,0,,,,,,,
History's deadliest king - Georges Nzongola-Ntalaja,Social Studies,0.376418902,0.190259029,0.315959132,0.0125,0,0.0125,,,,,,,
Are we ready for neo-evolution? - Harvey Fineberg,Life Sciences,0,0,0,0,0,0,,,,,,,
How to take a great picture - Carolina Molinari,Technology,0.406066751,0.026666667,0.292427449,0.075,0.05,0.075,,,,,,,
Would you weigh less in an elevator? - Carol Hedden,Physical Science,0.345588235,0.106227967,0.246387632,0.141789673,0.029732861,0.138563866,,,,,,,
What is color? - Colm Kelleher,Physical Science,0.332089314,0.030769231,0.276678059,0.109447497,0,0.109447497,,,,,,,
Capturing authentic narratives - Michele Weldon,Media and Journalism,0.33962091,0.038095238,0.215947537,0.154375526,0.0125,0.154375526,,,,,,,
The most groundbreaking scientist you've never heard of - Addison Anderson,History,0.250733808,0.098988728,0.215686189,0.0335181,0,0.029982747,,,,,,,
Learning from past presidents - Doris Kearns Goodwin,Civics,0,0,0,0,0,0,,,,,,,
How does an atom-smashing particle accelerator work? - Don Lincoln,Technology,0.518409451,0.308137009,0.498409451,0.123511905,0.007142857,0.11875,,,,,,,
In praise of slowness - Carl Honore,Attention and Engagement,0,0,0,0,0,0,,,,,,,
How pandemics spread - Mark Honigsbaum,Public Health,0.243613778,0.094385965,0.223613778,0.075757576,0.02,0.075757576,,,,,,,
Rethinking thinking - Trevor Maber,Social Psychology,0.603769564,0.423182957,0.57020313,0.187301587,0,0.170634921,,,,,,,
The California gold rush: an American story,Social Studies,0.335324943,0.085634675,0.255518475,0.196931818,0.025,0.196931818,,,,,,,
"Demolition, disease, and death: Building the Panama Canal - Alex Gendler","Design, Engineering & Technology",0.370794906,0.069047619,0.370794906,0.040277778,0,0.040277778,,,,,,,
"How bacteria ""talk"" - Bonnie Bassler",Life Sciences,0,0,0,0,0,0,,,,,,,
The 3 A's of awesome - Neil Pasricha,Health,0,0,0,0,0,0,,,,,,,
What would happen if everyone stopped eating meat tomorrow? - Carolyn Beans,Health,0.187555635,0,0.174652409,0.027777778,0,0.027777778,,,,,,,
The mathematics of history - Jean-Baptiste Michel,Data Analysis & Probability,0.3022309,0.086549708,0.26673329,0.207155381,0.042753968,0.182600538,,,,,,,
Why are blue whales so enormous? - Asha de Vos,Life Sciences,0.348187445,0.04,0.235579134,0.027692308,0,0.021025641,,,,,,,
The murder of ancient Alexandria's greatest scholar - Soraya Field Fiorio,Science & Technology,0.382305958,0.145807391,0.236560386,0.025,0,0.025,,,,,,,
The magic of Vedic math - Gaurav Tekriwal,Numbers & Operations,0.372110218,0.238560306,0.370873359,0.052777778,0,0.052777778,,,,,,,
What is chromatography?,Environmental Science,0.294531597,0.034782609,0.154932465,0.041558442,0,0.041558442,,,,,,,
Image recognition that triggers augmented reality - Matt Mills,Technology,0.446760775,0.160401003,0.268214568,0.09622558,0.015384615,0.083979493,,,,,,,
The lost art of democratic debate - Michael Sandel,Civics,0,0,0,0,0,0,,,,,,,
The electrifying speeches of Sojourner Truth - Daina Ramey Berry,Social Studies,0.42176618,0.236778466,0.40176618,0.054578755,0,0.046886447,,,,,,,
Gyotaku: The ancient Japanese art of printing fish - K. Erica Dodge,Visual Arts,0.29869969,0.074385965,0.29869969,0.237923131,0.04672619,0.234589797,,,,,,,
How fiction can change reality - Jessica Wise,Literature,0.214791703,0.038095238,0.162601582,0.06530303,0,0.063423331,,,,,,,
Digging for humanity's origins - Louise Leakey,Anthropology,0,0,0,0,0,0,,,,,,,
"Why is there a ""b"" in doubt? - Gina Cooke",Linguistics,0.454930337,0.158090186,0.340773978,0.059704787,0.022536595,0.053030704,,,,,,,
The shape-shifting future of the mobile phone - Fabian Hemmert,Technology,0.326027785,0.056,0.273397844,0.117396617,0.00597148,0.112535505,,,,,,,
How to use experts---and when not to - Noreena Hertz,Problem Solving,0,0,0,0,0,0,,,,,,,
How your digestive system works - Emma Bryce,Health,0.371058824,0.118978606,0.266529412,0.079980159,0.014285714,0.073730159,,,,,,,
"Symmetry, reality's riddle - Marcus du Sautoy",Geometry,0,0,0,0,0,0,,,,,,,
How does math guide our ships at sea? - George Christoph,Algebra,0.301761141,0.152795345,0.281761141,0.033490896,0.006666667,0.033490896,,,,,,,
How the world's tallest skyscraper was built - Alex Gendler,"Design, Engineering & Technology",0.351197334,0.089164087,0.320012926,0.045833333,0.025,0.045833333,,,,,,,
Don't misrepresent Africa - Leslie Dodson,Sociology,0,0,0,0,0,0,,,,,,,
On reading the Koran - Lesley Hazleton,Philosophy & Religion,0.403259799,0.129485329,0.347102163,0.166700244,0.10922619,0.166700244,,,,,,,
Four principles for the open world - Don Tapscott,Technology,0,0,0,0,0,0,,,,,,,
How Caffeine Works,Nutrition,0.555238095,0.365550239,0.51952381,0.179285714,0.05,0.179285714,,,,,,,
The human and the honeybee - Dino Martins,Life Sciences,0.286584842,0.044444444,0.214345052,0.083333333,0,0.083333333,,,,,,,
The rise and fall of history's first empire - Soraya Field Fiorio,History,0.438049666,0.133727422,0.260770563,0.178333333,0,0.178333333,,,,,,,
The woman who stared at the sun - Alex Gendler,Social Studies,0.354253154,0.116181818,0.324053724,0.184903234,0.04,0.184903234,,,,,,,
What is Zeno's Dichotomy Paradox? - Colm Kelleher,Measurement,0.26047619,0.018181818,0.163571429,0.118126836,0.017878788,0.105004312,,,,,,,
Evolution in a big city - Jason Munshi-South,Technology,0.273547619,0.061633729,0.17997619,0.144740112,0.022910217,0.11723688,,,,,,,
Losing everything - David Hoffman,Motivation and Emotion,0.189412088,0.024242424,0.165483516,0.027777778,0,0.027777778,,,,,,,
How our siblings shape who we are - Jeff Kluger,Psychology,0,0,0,0,0,0,,,,,,,
Situational irony: The opposite of what you think - Christopher Warner,Literature,0.342337662,0.103610475,0.276883117,0.238954099,0.056547619,0.238954099,,,,,,,
Your elusive creative genius - Elizabeth Gilbert,Writing/Composition,0,0,0,0,0,0,,,,,,,
We need to talk about an injustice - Bryan Stevenson,Social Studies,0,0,0,0,0,0,,,,,,,
"Logarithms, explained - Steve Kelly",Numbers & Operations,0.32531677,0.034782609,0.276269151,0.156251465,0.027424242,0.149108608,,,,,,,
The best kindergarten you've ever seen - Takaharu Tezuka,"Design, Engineering & Technology",0.220574163,0.067973856,0.220574163,0,0,0,,,,,,,
The power of introverts - Susan Cain,Personality,0,0,0,0,0,0,,,,,,,
The hidden life of Rosa Parks - Rich?? D. Richardson,Social Studies,0.347934932,0.087530477,0.270929143,0.050793651,0.034285714,0.050793651,,,,,,,
Why do we have belly buttons?,Science & Technology,0.304093567,0.122058824,0.304093567,0.399783716,0.041858974,0.392091409,,,,,,,
How art gives shape to cultural change - Thelma Golden,Value of the Arts,0,0,0,0,0,0,,,,,,,
What on Earth is spin? - Brian Jones,Earth and Space Science,0.230444444,0,0.186296296,0.04271978,0,0.04271978,,,,,,,
Time-lapse proof of extreme ice loss - James Balog,Environmental Science,0,0,0,0,0,0,,,,,,,
Does stress cause pimples? - Claudia Aguirre,Life Sciences,0.320702261,0.05,0.253843194,0.15,0,0.15,,,,,,,
Describing the invisible properties of gas - Brian Bennett,Physical Science,0.312105263,0.071173271,0.251052632,0.177524574,0.018831169,0.156998258,,,,,,,
This tool will help improve your critical thinking - Erick Wilberding,Thinking & Learning,0.318452951,0.06,0.231996279,0.201161616,0.04,0.201161616,,,,,,,
Sex determination: More complicated than you thought - Aaron Reedy,Life Sciences,0.373919414,0.171138171,0.33032967,0.13952381,0,0.13952381,,,,,,,
Every city needs healthy honey bees - Noah Wilson-Rich,Environmental Science,0,0,0,0,0,0,,,,,,,
?€?th' ?€?f' ?€?v' are often confused | Learn how to use speech therapy,Speaking,0.362067669,0.125527723,0.317067669,0.126868687,0.01,0.126868687,,,,,,,
How containerization shaped the modern world - Sir Harold Evans,History,0.302391001,0.081904762,0.287576187,0.067944139,0,0.061694139,,,,,,,
Making a TED-Ed Lesson: Creative process,"Design, Engineering & Technology",0.071604938,0,0.071604938,0,0,0,,,,,,,
Is light a particle or a wave? - Colm Kelleher,Physical Science,0.297021182,0.033033033,0.235982163,0.05,0,0.05,,,,,,,
The most successful pirate of all time - Dian Murray,Literature,0.316848422,0.138327759,0.252898579,0,0,0,,,,,,,
Why doesn't the Leaning Tower of Pisa fall over? - Alex Gendler,"Design, Engineering & Technology",0.409079365,0.10994152,0.354857143,0.009090909,0,0.009090909,,,,,,,
The sexual deception of orchids - Anne Gaskett,Science & Technology,0.434782609,0.12,0.416600791,0.07537067,0,0.074729645,,,,,,,
Solving the puzzle of the periodic table - Eric Rosado,Science & Technology,0.428099822,0.244444444,0.412099822,0.05,0.05,0.05,,,,,,,
The historical audacity of the Louisiana Purchase - Judy Walton,Civics,0.473737374,0.180335664,0.375276575,0.146586453,0.078751526,0.146586453,,,,,,,
The history of keeping time - Karen Mensing,Technology,0.322895928,0.104632867,0.246033183,0.104343434,0,0.104343434,,,,,,,
On being a woman and a diplomat - Madeleine Albright,Civics,0,0,0,0,0,0,,,,,,,
How exactly does binary code work? - Jos?? Am??rico N L F Freitas,Mathematics,0.262437371,0.1156633,0.234851164,0.033757526,0.008101473,0.026737822,,,,,,,
The beautiful math of coral - Margaret Wertheim,Value of the Arts,0,0,0,0,0,0,,,,,,,
The world needs all kinds of minds - Temple Grandin,Cognition and Learning,0,0,0,0,0,0,,,,,,,
A brie(f) history of cheese - Paul S. Kindstedt,History,0.320006081,0.122619048,0.27652782,0.159577922,0,0.159577922,,,,,,,
"The ABC's of gas: Avogadro, Boyle, Charles - Brian Bennett",Physical Science,0.413689459,0.243507246,0.325920228,0.058388278,0.018181818,0.058388278,,,,,,,
Are all of your memories real? - Daniel L. Schacter,Psychology,0.258656126,0,0.172901186,0.041025641,0,0.041025641,,,,,,,
How did teeth evolve? - Peter S. Ungar,Health,0.384586466,0.137343358,0.287343358,0.059821429,0,0.059821429,,,,,,,
Ugly History: The Spanish Inquisition - Kayla Wolf,Philosophy & Religion,0.417125032,0.142857143,0.375413802,0.05,0,0.05,,,,,,,
An antihero of one's own - Tim Adams,Literature,0.336266417,0.114642375,0.220844278,0.078805301,0.015458937,0.078278986,,,,,,,
The 5 fabulous food groups,Nutrition,0.215481909,0,0.181915476,0.128095238,0,0.128095238,,,,,,,
An unsung hero of the civil rights movement - Christina Greer,Social Studies,0.269675301,0.118881119,0.223438741,0.044444444,0,0.044444444,,,,,,,
"One of the most ""dangerous"" men in American history - Keenan Norris",Social Studies,0.424700533,0.214269788,0.310323072,0.029166667,0,0.029166667,,,,,,,
Poetic stickup: Put the financial aid in the bag - Carvens Lissaint,Speaking,0.222997611,0.023549784,0.164567752,0.054563492,0,0.054563492,,,,,,,
"Write your story, change history - Brad Meltzer",Motivation and Emotion,0,0,0,0,0,0,,,,,,,
How corn conquered the world - Chris A. Kniesly,History,0.347192082,0.013333333,0.230299772,0.016666667,0,0.016666667,,,,,,,
How Phillis Wheatley captured the attention of the world - Charita Gainey,Philosophy,0.356837548,0.087105263,0.356837548,0,0,0,,,,,,,
Inside a cartoonist's world - Liza Donnelly,Visual Arts,0.490179973,0.21684476,0.368764508,0.267882206,0.1,0.267882206,,,,,,,
Music as a language - Victor Wooten,Performing Arts,0.321082989,0.098343685,0.196951751,0.107589755,0.011111111,0.103423088,,,,,,,
How algorithms shape our world - Kevin Slavin,Global Economics,0,0,0,0,0,0,,,,,,,
The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera,Social Studies,0.396801204,0.121052632,0.35221916,0,0,0,,,,,,,
Would you sacrifice one person to save five? - Eleanor Nelsen,Motivation and Emotion,0.34989825,0.118870813,0.257940578,0.262929293,0.073611111,0.251818182,,,,,,,
What is the coldest thing in the world? - Lina Marieth Hoyos,Science & Technology,0.227391636,0.059047619,0.182381285,0.119145438,0,0.119145438,,,,,,,
The story behind your glasses - Eva Timothy,Technology,0.227717792,0.027586207,0.204003756,0.08723545,0.027142857,0.08723545,,,,,,,
How does artificial intelligence learn? - Briana Brownell,"Design, Engineering & Technology",0.240697704,0.083549218,0.203375189,0.105853951,0.004,0.09725746,,,,,,,
Open letter to the president: Physics education,Physical Science,0.267208768,0.061201979,0.226330242,0.149850109,0,0.14239402,,,,,,,
Why people fall for misinformation - Joseph Isaac,Thinking & Learning,0.425428824,0.173788611,0.360044209,0.100105349,0.006666667,0.084732542,,,,,,,
Why is Marie Antoinette so controversial? - Carolyn Harris,Social Studies,0.43031635,0.108488529,0.246673327,0.068836996,0.009090909,0.068836996,,,,,,,
How the Grinch Stole Christmas - Read aloud picture book,Literature,0.380952381,0.105263158,0.380952381,0.125614251,0,0.125614251,,,,,,,
The tragic myth of Orpheus and Eurydice - Brendan Pelsue,Literature & Language,0.242837153,0.02962963,0.225445849,0.275757576,0,0.275757576,,,,,,,
How CRISPR lets you edit DNA - Andrea M. Henle,Science & Technology,0.241914741,0,0.183881708,0.05,0,0.05,,,,,,,
Stories: Legacies of who we are - Awele Makeba,Performing Arts,0.260869565,0.095238095,0.260869565,0.122655123,0,0.092352092,,,,,,,
How to defeat a dragon with math - Garth Sundem,Numbers & Operations,0.392606153,0.147840189,0.370383931,0.202744273,0,0.195644706,,,,,,,
How does money laundering work? - Delena D. Spann,History,0.330821128,0.066329966,0.274057202,0.15,0,0.15,,,,,,,
How do nerves work? - Elliot Krane,Life Sciences,0.318936819,0.055681818,0.302936819,0,0,0,,,,,,,
The power of simple words - Terin Izil,Writing/Composition,0.327098797,0.028078818,0.196022517,0.041914683,0,0.038210979,,,,,,,
Radioactivity: Expect the unexpected - Steve Weatherall,Physical Science,0.301111111,0.022222222,0.2,0.02,0,0.01,,,,,,,
The physics of roller coasters,"Design, Engineering & Technology",0.192128514,0.082577031,0.192128514,0.09,0.033333333,0.09,,,,,,,
Why it pays to work hard - Richard St. John,Motivation and Emotion,0.196974647,0.052996633,0.196974647,0.199372588,0.048812756,0.198319956,,,,,,,
"The myth of Anansi, the trickster spider - Emily Zobel Marshall",Literature & Language,0.387762238,0.084444444,0.318811189,0.103449883,0.045192308,0.103449883,,,,,,,
How did trains standardize time in the United States? - William Heuisler,Technology,0.427687802,0.255279107,0.40483066,0.102217227,0.014285714,0.102217227,,,,,,,
Can loud music damage your hearing? - Heather Malyuk,Health,0.276598503,0.119688764,0.19109692,0.046987734,0,0.046987734,,,,,,,
The meaning of life according to Simone de Beauvoir - Iseult Gillespie,The Arts,0.380800024,0.206904516,0.246758002,0.186798283,0.043228022,0.17846495,,,,,,,
